author,study,subgroup,ESID,publication,grade1,grade2,grade3,student_ability,low,student_language,,girl,boy,missing,black,hispanic,white,asian,native,other,missing2,ses,us,country,english,languageother,ck_measure,specificity,ck_format,ck_re,ck_reliability,ck_reliability_name,ck_normed,comp_type,comp_measure,comp_format,comp_reliability,comp_reliability_name,comp_normed,distal,noalignment,samplesize,corr,table,ckre,compre,ckre2,compre2
"Singer Trakhman et al., 2022",124,124,318,0,13,4,2,,,,,42,12,,4,4,27,13,,6,,,1,,1,,demonstrated topic knowledge pretest,1,3,0.94,0.94,IRR,0,RC,Main idea item,3,0.95,IRR,0,0,0,54,0.2,,0,0,1,1
"Singer Trakhman et al., 2022",124,124,319,0,13,4,2,,,,,42,12,,4,4,27,13,,6,,,1,,1,,demonstrated topic knowledge pretest,1,3,0.94,0.94,IRR,0,RC,Total detail items,1,0.95,IRR,0,0,0,54,0.17,,0,0,1,1
"Singer Trakhman et al., 2022",124,124,320,0,13,4,2,,,,,42,12,,4,4,27,13,,6,,,1,,1,,demonstrated topic knowledge pretest,1,3,0.94,0.94,IRR,0,RC,Visual-only items,1,0.95,IRR,0,0,0,54,0.24,,0,0,1,1
"Singer Trakhman et al., 2022",124,124,321,0,13,4,2,,,,,42,12,,4,4,27,13,,6,,,1,,1,,demonstrated topic knowledge pretest,1,3,0.94,0.94,IRR,0,RC,Text-only items,1,0.95,IRR,0,0,0,54,0.02,,0,0,1,1
"Singer Trakhman et al., 2022",124,124,322,0,13,4,2,,,,,42,12,,4,4,27,13,,6,,,1,,1,,demonstrated topic knowledge pretest,1,3,0.94,0.94,IRR,0,RC,Text-visual items,1,0.95,IRR,0,0,0,54,0.13,,0,0,1,1
"Smith, 2013.pdf",125,125,323,1,7.5,2,1,0,,2,,,,,72,43,57,0,0,0,,0,1,,1,,GMRT background knowledge,0,0,0.571,0.571,Cronbach's alpha,1,RC,Gates-MacGinitie comprehension subtest,0,0.91,Cronbach's alpha,1,0,0,172,0.327,table 5,1,0,,1
"Smith, 2013.pdf",125,125,324,1,7.5,2,1,0,,2,,,,,72,43,57,0,0,0,,0,1,,1,,GMRT background knowledge,0,0,0.571,0.571,Cronbach's alpha,1,RC,Inference-making,0,0.71,Cronbach's alpha,0,0,0,172,0.214,,1,0,,1
"Sparks et al., 2014",126,126,325,0,10,3,1,0,,1,monolingual in English,29,25,,0,0,54,0,0,0,,1,1,,1,,CKC (Cultural Knowledge checklist),0,4,,,,0,RC,ISTEP reading test,0,0.91,internal consistancy reliability,1,1,1,54,0.54,table1,,0,0,1
"Str�ms� & Br�ten, 2009",128,128,326,0,12,3,1,0,,2,34 were bilingual (Norwegian + another language),156,126,,,,,,,,,,0,Norway,0,Norwegian,Topic knowledge measure,1,0,0.66,0.66,cronbach's alpha,0,RC,sentence verification task (SVT),5,0.68,cronbach's alpha,0,0,0,282,0.48,table 1,1,1,,
"Str�ms� & Br�ten, 2009",128,128,327,0,12,3,1,0,,2,34 were bilingual (Norwegian + another language),156,126,,,,,,,,,,0,Norway,0,Norwegian,Topic knowledge measure,1,0,0.66,0.66,cronbach's alpha,0,RC,intratextual inferential verification task (IntraIVT),5,0.71,cronbach's alpha,0,0,0,282,0.48,,1,0,,1
"Str�ms� & Br�ten, 2009",128,128,328,0,12,3,1,0,,2,34 were bilingual (Norwegian + another language),156,126,,,,,,,,,,0,Norway,0,Norwegian,Topic knowledge measure,1,0,0.66,0.66,cronbach's alpha,0,RC,intertextual inferential verification task (interIVT),5,0.59,cronbach's alpha,0,0,0,282,0.4,,1,1,,
"Sumowski, 2007",129,129,329,1,13,4,2,0,,2,87.7% spoke English as their first language.,76,62,,17,15,88,10,0,10,,,1,,1,,General History Knowledge Test,0,0,0.63,0.63,Cronbach's alpha,0,RC,"Nelson-Denny Reading Test, Form G",0,0.88,KR-20,1,1,1,138,0.47,table 2,1,0,,1
T. N. Wang et al. 2021,130,130,330,0,7,2,1,0,,1,,38,20,,0,0,0,58,0,0,,,0,China,0,Mandarin,prior knowledge about the structure and plates of the Earth,1,0,,,,0,RC,"Standardized Reading Comprehension Screening Test for junior high school students,",0,0.82,test-retest,1,1,1,58,0.091,requested,,0,0,1
T. N. Wang et al. 2021,130,130,331,0,7,2,1,0,,1,,,,,,,,,,,,,0,China,0,Mandarin,prior knowledge about the structure and plates of the Earth,1,0,,,,0,RC,Multiple-choice question scores-Cycle 1,0,0.69,cronbach's alpha,0,0,0,58,0.042,,,1,0,
T. N. Wang et al. 2021,130,130,332,0,7,2,1,0,,1,,,,,,,,,,,,,0,China,0,Mandarin,prior knowledge about the structure and plates of the Earth,1,0,,,,0,RC,Multiple-choice question scores-Cycle 2,0,0.69,cronbach's alpha,0,0,0,58,0.168,,,1,0,
T. N. Wang et al. 2021,130,130,333,0,7,2,1,0,,1,,,,,,,,,,,,,0,China,0,Mandarin,prior knowledge about the structure and plates of the Earth,1,0,,,,0,RC,Open-ended question scores-Cycle 1,1,0.69,cronbach's alpha,0,0,0,58,0.359,,,1,0,
T. N. Wang et al. 2021,130,130,334,0,7,2,1,0,,1,,,,,,,,,,,,,0,China,0,Mandarin,prior knowledge about the structure and plates of the Earth,1,0,,,,0,RC,Open-ended question scores-Cycle 2,1,0.69,cronbach's alpha,0,0,0,58,0.215,,,1,0,
"Talwar et al., 2018",131,131,335,0,10.13,4,2,1,0,1,,135,87,2.25%,206,9,7,,,,,,1,,1,,WJ Academic Knowledge,0,1,0.663,0.663,Cronbach's alpha,1,RC,WJ Passage comprehension,4,0.794,Cronbach's alpha,1,1,1,222,0.62,table3,1,0,,1
"Talwar et al., 2018",131,131,336,0,10.13,4,2,1,0,1,,135,87,2.25%,206,9,7,,,,,,1,,1,,WJ General Information,0,1,0.73,0.73,Cronbach's alpha,1,RC,WJ Passage comprehension,4,0.794,Cronbach's alpha,1,1,1,222,0.572,,0,0,1,1
"Talwar et al., 2021",131,131,337,0,13,4,2,1,0,1,,120,48,,129,,6,29,3,,0.60%,0,0,US & Canada,1,,WJ General Information (WJGI),0,1,0.96,0.96,internal reliability,1,RC,WJ Passage Comprehension (WJPC),4,0.96,internal reliability,1,1,1,168,0.63,table 3,0,0,1,1
"Talwar et al., 2021",131,131,338,0,13,4,2,1,0,1,,120,48,,129,,6,29,3,,0.60%,0,0,US & Canada,1,,WJ General Information (WJGI),0,1,0.96,0.96,internal reliability,1,RC,RISE Reading Comprehension,0,0.82,internal reliability,1,1,1,168,0.31,,0,0,1,1
"Talwar et al., 2021",131,131,339,0,13,4,2,1,0,1,,120,48,,129,,6,29,3,,0.60%,0,0,US & Canada,1,,WJ General Information (WJGI),0,1,0.96,0.96,internal reliability,1,RC,RAPID Reading Comprehension,0,0.93,internal reliability,1,1,1,168,0.26,,0,0,1,1
"Tarchi & Villal�n, 2021",132,132,340,0,13,4,2,,,1,Italian,69,4,,0,0,73,0,0,0,,1,0,Italy,0,Italian,perceived topic knowledge (“the evaluation of teachers”?’),1,4,0.72,0.72,Cronbach's alpha,0,RC,written recall (inferential clauses),2,0.79,IRR,0,0,0,73,-0.26,table 2,0,0,1,1
"Tarchi & Villal�n, 2021",132,132,341,0,13,4,2,,,1,Italian,69,4,,0,0,73,0,0,0,,1,0,Italy,0,Italian,perceived topic knowledge (“the evaluation of teachers”?’),1,4,0.72,0.72,Cronbach's alpha,0,RC,written recall (total clauses),2,0.79,IRR,0,0,0,73,-0.13,,0,0,1,1
"Van Orman et al., 2021",135,135,342,0,7,2,1,,,2,24.5% native English ,,,,,,,,,,,0,1,,1,,sciecne vocabulary pretest,0,4,0.75,0.75,Cronbach's alpha,1,RC,science reading comprehension,0,0.83,Cronbach's alpha,0,0,0,75,0.51,table3,0,0,1,1
"Vaughn et al., 2013",136,136,343,0,8,2,1,0,,2,"The number of students classified as limited English proficient (LEP) was 1.2%, and 4.8% of the students qualified for special-education services.",220,199,,37,125,221,21,0,15,,3,1,,1,,ASK knowledge acquisition,1,0,0.89,0.89,Cronbach's alpha,0,RC,Gates–MacGinitie reading comprehension,0,0.93,Internal consistency,1,1,1,419,0.058,requested,0,0,1,1
"Vaughn et al., 2013",136,136,344,0,8,2,1,0,,2,"The number of students classified as limited English proficient (LEP) was 1.2%, and 4.8% of the students qualified for special-education services.",,,,,,,,,,,3,1,,1,,ASK knowledge acquisition,1,0,0.89,0.89,Cronbach's alpha,0,RC,ASK reading comprehension in social studies,0,0.85,Cronbach's alpha,0,0,0,419,0.715,,0,0,1,1
"Voss & Silfies, 1996",137,137,345,0,13,4,2,0,,,,,,,,,,,,,,,1,,1,,History knowledge,0,2,,,,0,RC,short answer questions,1,,,0,0,0,40,0.22,Table 1,,,0,0
"Wu et al., 2013",143,143,346,0,13,4,2,0,,0,Chinese EFLs,85,35,,0,0,0,120,0,0,,,0,China,1,,target word knowledge pre-test,1,4,,,,0,RC,vocabulary and reading comprehension post-test,0,,,0,0,0,120,0.6,table 2,,,0,0
"Y. Ahmed et al., 2016",145,145a,347,0,7,2,1,0,,,,76,104,,39,100,34,5,1,1,,0,1,,1,,GMRT Background Knowledge Test,0,0,0.77,0.77,Cronbach's alpha,1,RC,Gates-MacGinitie,0,0.9,Cronbach's alpha,1,0,0,180,0.48,Table 3,0,0,1,1
"Y. Ahmed et al., 2016",145,145b,348,0,8,2,1,0,,,,101,94,,53,98,36,3,0,5,,0,1,,1,,GMRT Background Knowledge Test,0,0,0.77,0.77,Cronbach's alpha,1,RC,Gates-MacGinitie,0,0.9,Cronbach's alpha,1,0,0,195,0.42,,0,0,1,1
"Y. Ahmed et al., 2016",145,145c,349,0,9,3,1,0,,,,96,109,,43,117,38,1,1,5,,3,1,,1,,GMRT Background Knowledge Test,0,0,0.77,0.77,Cronbach's alpha,1,RC,Gates-MacGinitie,0,0.9,Cronbach's alpha,1,0,0,205,0.48,,0,0,1,1
"Y. Ahmed et al., 2016",145,145d,350,0,10,3,1,0,,,,125,103,,48,116,58,3,3,0,,3,1,,1,,GMRT Background Knowledge Test,0,0,0.77,0.77,Cronbach's alpha,1,RC,Gates-MacGinitie,0,0.9,Cronbach's alpha,1,0,0,228,0.55,,0,0,1,1
"Y. Ahmed et al., 2016",145,145e,351,0,11,3,1,0,,,,102,116,,53,97,57,9,2,0,,3,1,,1,,GMRT Background Knowledge Test,0,0,0.77,0.77,Cronbach's alpha,1,RC,Gates-MacGinitie,0,0.9,Cronbach's alpha,1,0,0,218,0.44,,0,0,1,1
"Y. Ahmed et al., 2016",145,145f,352,0,12,3,1,0,,,,87,83,,29,80,54,6,1,0,,3,1,,1,,GMRT Background Knowledge Test,0,0,0.77,0.77,Cronbach's alpha,1,RC,Gates-MacGinitie,0,0.9,Cronbach's alpha,1,0,0,170,0.54,,0,0,1,1
"Y. Ahmed et al., 2022",146,146a,353,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,Gates–MacGinitie Reading Comprehension Test,0,0.94,Kuder-Richardson 20 reliability,1,1,1,127,0.53,online supplementary document,1,0,,1
"Y. Ahmed et al., 2022",146,146a,354,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,TOSREC form1,5,0.93,Alternate-form reliability,1,1,1,127,0.54,,1,0,,1
"Y. Ahmed et al., 2022",146,146a,355,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,TOSREC form2,5,0.93,Alternate-form reliability,1,1,1,127,0.49,,1,0,,1
"Y. Ahmed et al., 2022",146,146a,356,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,Bridge-IT test of inference-making (near),0,0.73,Parallel forms reliability,0,1,1,127,0.32,,1,0,,1
"Y. Ahmed et al., 2022",146,146a,357,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,Bridge-IT test of inference-making (far),0,0.73,Parallel forms reliability,0,1,1,127,0.29,,1,0,,1
"Y. Ahmed et al., 2022",146,146a,358,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,AWSM written summary1,3,0.97,IRR (cohen's kappa),0,0,0,127,0.22,,1,0,,1
"Y. Ahmed et al., 2022",146,146a,359,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,AWSM written summary2,3,0.97,IRR (cohen's kappa),0,0,0,127,0.35,,1,0,,1
"Y. Ahmed et al., 2022",146,146a,360,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,AWSM written summary3,3,0.97,IRR (cohen's kappa),0,0,0,127,0.21,,1,0,,1
"Y. Ahmed et al., 2022",146,146b,361,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,Gates–MacGinitie Reading Comprehension Test,0,0.94,Kuder-Richardson 20 reliability,1,1,1,237,0.44,,1,0,,1
"Y. Ahmed et al., 2022",146,146b,362,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,TOSREC form1,5,0.93,Alternate-form reliability,1,1,1,237,0.37,,1,0,,1
"Y. Ahmed et al., 2022",146,146b,363,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,TOSREC form2,5,0.93,Alternate-form reliability,1,1,1,237,0.38,,1,0,,1
"Y. Ahmed et al., 2022",146,146b,364,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,Bridge-IT test of inference-making (near),0,0.73,Parallel forms reliability,0,1,1,237,0.33,,1,0,,1
"Y. Ahmed et al., 2022",146,146b,365,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,Bridge-IT test of inference-making (far),0,0.73,Parallel forms reliability,0,1,1,237,0.23,,1,0,,1
"Y. Ahmed et al., 2022",146,146b,366,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,AWSM written summary1,3,0.97,IRR (cohen's kappa),0,0,0,237,0.33,,1,0,,1
"Y. Ahmed et al., 2022",146,146b,367,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,AWSM written summary2,3,0.97,IRR (cohen's kappa),0,0,0,237,0.31,,1,0,,1
"Y. Ahmed et al., 2022",146,146b,368,0,4.05,1,0,1,0,2,Limited English Proficient (LEP; 19%) or enrolled in special education (21%).,,,,164,142,204,11,11,<4,,0,1,,1,,"background knowledge (the Assessment of Writing, Self-Monitoring and Reading (AWSM Reading))",1,2,0.69,0.69,Kuder-Richardson 20 reliability,0,RC,AWSM written summary3,3,0.97,IRR (cohen's kappa),0,0,0,237,0.28,,1,0,,1
"Yeari & Lev, 2020",147,147,369,0,13,4,2,0,,1,Hebrew speakers,31,23,,0,0,0,54,0,0,,,0,Iran,0,Hebrew,Prior knowledge,1,4,,,,0,RC,Reading comprehension,0,,,0,0,0,54,0.245,requested,,,0,0
"Yeari & Lev, 2020",147,147,370,0,13,4,2,0,,1,Hebrew speakers,,,,,,,,,,,,0,Iran,0,Hebrew,Prior knowledge,1,4,,,,0,RC,Recall_central ideas,2,0.93,IRR,0,0,0,54,0.16,,,0,0,1
"Yeari & Lev, 2020",147,147,371,0,13,4,2,0,,1,Hebrew speakers,,,,,,,,,,,,0,Iran,0,Hebrew,Prior knowledge,1,4,,,,0,RC,Recall_peripheral ideas,2,0.93,IRR,0,0,0,54,0.226,,,0,0,1
"Yeari & Lev, 2020",147,147,372,0,13,4,2,0,,1,Hebrew speakers,,,,,,,,,,,,0,Iran,0,Hebrew,Prior knowledge,1,4,,,,0,RC,Recall_central ideas-peripheral ideas,2,0.93,IRR,0,0,0,54,-0.025,,,0,0,1
"Yildirim et al., 2020",148,148,373,0,4,1,0,0,,1,Turkish,,,,,,,,,,,1,0,Turkey,0,Turkish,Background Knowledge,1,0,0.81,0.81,Pearson's r,0,RC,sentence verification,5,0.71,Cronbach's alpha,0,0,0,207,0.18,Table 2,0,0,1,1
"Yildirim et al., 2020",148,148,374,0,4,1,0,0,,1,Turkish,,,,,,,,,,,1,0,Turkey,0,Turkish,Background Knowledge,1,0,0.81,0.81,Pearson's r,0,RC,inference verification task (IVT),5,0.67,Cronbach's alpha,0,0,0,207,0.21,,0,1,1,
"Yum, 1998",149,149,375,1,13,4,2,0,,1,Korean,,,,0,0,0,104,0,0,,,0,Korea,0,Korean,statistics background knowledge,1,4,,,,0,RC,written cued recall,2,,,0,0,0,104,0.11,table 3.2,,,0,0
"Yum, 1998",149,149,376,1,13,4,2,0,,1,Korean,,,,0,0,0,104,0,0,,,0,Korea,0,Korean,statistics background knowledge,1,4,,,,0,RC,textbased verification,5,,,0,0,0,104,0.22,,,,0,0
"Z. Wang et al., 2021",151,151,377,0,10.3,3,1,0,,,,,,,,,,,,,,,1,,1,,Footbal knowledge,1,3,,,,0,RC,Traditional RC,0,0.95,Cronbach's alpha,0,0,0,432,0.25,Table 2,,0,0,1
"Z. Wang et al., 2021",151,151,378,0,10.3,3,1,0,,,,,,,,,,,,,,,1,,1,,History Knowledge,0,0,,,,0,RC,Traditional RC,0,0.95,Cronbach's alpha,0,1,1,214,0.7,,,0,0,1
"Z. Wang et al., 2021",151,151,379,0,10.3,3,1,0,,,,,,,,,,,,,,,1,,1,,science knowledge,0,0,,,,0,RC,Traditional RC,0,0.95,Cronbach's alpha,0,1,1,218,0.7,,,0,0,1
"Z. Wang et al., 2021",151,151,380,0,10.3,3,1,0,,,,,,,,,,,,,,,1,,1,,Footbal knowledge,1,3,,,,0,RC,Scenario-based assessment (SBA),0,0.87,Cronbach's alpha,0,0,0,389,0.5,,,0,0,1
"Z. Wang et al., 2021",151,151,381,0,10.3,3,1,0,,,,,,,,,,,,,,,1,,1,,History Knowledge,0,0,,,,0,RC,Scenario-based assessment (SBA),0,0.87,Cronbach's alpha,0,1,1,204,0.53,,,0,0,1
"Z. Wang et al., 2021",151,151,382,0,10.3,3,1,0,,,,,,,,,,,,,,,1,,1,,science knowledge,0,0,,,,0,RC,Scenario-based assessment (SBA),0,0.87,Cronbach's alpha,0,1,1,185,0.57,,,0,0,1
"Kulesz et al., 2016",152,152a,383,0,8,2,1,0,,,,583,607,,262,274,607,24,,24,,3,1,,1,,Gates-MacGinitie Reading Comprehension Tests,0,0,0.77,0.77,internal consistency,1,RC,Gates-MacGinitie Reading Tests–Reading Comprehension,0,0.94,Internal consistency,1,0,0,579,0.48606,requested,0,0,1,1
"Kulesz et al., 2016",152,152b,384,0,11,3,1,0,,,,,,,,,,,,,,3,1,,1,,Gates-MacGinitie Reading Comprehension Tests,0,0,0.77,0.77,internal consistency,1,RC,Gates-MacGinitie Reading Tests–Reading Comprehension,0,0.94,Internal consistency,1,0,0,611,0.51421,,0,0,1,1
